               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.027074,            0.035443,           0.0021016,             0.88879,             0.79329,             0.87697,             0.66108,            0.020801,            0.023482,             0.00175,             0.00307,             0.00307,             0.00307
                  37,            0.027074,            0.035515,           0.0021659,             0.88992,             0.79098,             0.87543,              0.6605,            0.020791,            0.023551,           0.0017758,            0.002872,            0.002872,            0.002872
                  38,            0.026899,            0.035283,              0.0021,             0.88902,               0.791,             0.87552,             0.66192,            0.020751,             0.02356,           0.0017977,            0.002674,            0.002674,            0.002674
                  39,            0.026797,            0.035185,           0.0020743,             0.88967,             0.79107,             0.87683,             0.66339,            0.020683,            0.023502,           0.0017849,            0.002476,            0.002476,            0.002476
                  40,            0.026704,            0.034868,           0.0020768,             0.88529,              0.7972,             0.87997,             0.66514,            0.020647,            0.023399,           0.0017768,            0.002278,            0.002278,            0.002278
                  41,            0.026477,            0.034592,            0.002012,             0.88834,              0.7983,             0.88099,              0.6653,            0.020636,            0.023416,           0.0017746,             0.00208,             0.00208,             0.00208
                  42,            0.026341,            0.034285,            0.002013,             0.88743,             0.79869,             0.88151,             0.66651,            0.020607,            0.023407,           0.0017589,            0.001882,            0.001882,            0.001882
                  43,            0.026235,            0.034418,           0.0019887,             0.88878,             0.79655,             0.88155,             0.66668,            0.020612,             0.02343,           0.0017585,            0.001684,            0.001684,            0.001684
                  44,            0.026155,             0.03379,           0.0019897,             0.89278,             0.79322,             0.88183,             0.66649,             0.02061,            0.023421,           0.0017597,            0.001486,            0.001486,            0.001486
                  45,            0.025975,             0.03394,           0.0019632,             0.89824,             0.78949,              0.8816,             0.66642,            0.020621,             0.02343,           0.0017668,            0.001288,            0.001288,            0.001288
                  46,            0.025855,             0.03379,           0.0019286,             0.89527,             0.79115,             0.88142,               0.666,            0.020632,            0.023441,            0.001777,             0.00109,             0.00109,             0.00109
                  47,            0.025748,             0.03327,           0.0019068,             0.89659,              0.7901,             0.88081,              0.6657,            0.020646,            0.023459,           0.0017873,            0.000892,            0.000892,            0.000892
                  48,            0.025624,            0.033088,           0.0018544,             0.89657,             0.79074,             0.88092,             0.66577,            0.020651,            0.023481,           0.0017905,            0.000694,            0.000694,            0.000694
                  49,            0.025503,            0.033112,           0.0018675,             0.89626,              0.7912,             0.88055,             0.66568,            0.020656,            0.023502,           0.0017932,            0.000496,            0.000496,            0.000496
