               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.055852,            0.019061,           0.0094695,             0.73257,             0.72986,             0.74758,             0.40956,            0.035829,           0.0077295,           0.0038085,            0.070017,           0.0033314,           0.0033314
                   1,             0.03766,            0.012149,           0.0020718,              0.8122,             0.84831,              0.8562,             0.51773,            0.029163,            0.006257,            0.001669,            0.039797,           0.0064448,           0.0064448
                   2,            0.033636,            0.011278,           0.0015514,             0.84784,             0.88002,             0.89811,             0.55867,            0.027448,           0.0059528,           0.0013995,           0.0093575,           0.0093382,           0.0093382
                   3,            0.029959,            0.010757,           0.0012189,              0.8681,             0.89443,             0.91705,             0.60392,            0.024079,           0.0053773,            0.001094,             0.00901,             0.00901,             0.00901
                   4,            0.027475,            0.010261,          0.00099255,             0.86853,             0.89737,             0.91929,             0.62691,            0.023264,            0.005504,          0.00096062,             0.00901,             0.00901,             0.00901
                   5,            0.025979,           0.0098922,          0.00091469,             0.86224,             0.90427,             0.91944,             0.64586,            0.021851,           0.0050725,           0.0010006,             0.00868,             0.00868,             0.00868
                   6,            0.024804,           0.0095511,          0.00082578,             0.89149,             0.90838,             0.93227,             0.66562,            0.020521,           0.0047531,          0.00088674,             0.00835,             0.00835,             0.00835
                   7,            0.023886,           0.0092786,          0.00073087,              0.8776,              0.9321,             0.93776,              0.6867,            0.019531,           0.0046346,          0.00084847,             0.00802,             0.00802,             0.00802
                   8,            0.023258,           0.0091175,          0.00071951,             0.89044,             0.92058,             0.93903,             0.69429,            0.019081,           0.0044736,          0.00081769,             0.00769,             0.00769,             0.00769
                   9,            0.022809,           0.0089528,           0.0007072,             0.88665,             0.92813,             0.93816,             0.69455,            0.018826,           0.0044526,          0.00081026,             0.00736,             0.00736,             0.00736
                  10,            0.022243,           0.0088647,          0.00070229,             0.89201,             0.92749,             0.93851,             0.70228,            0.018473,           0.0043625,          0.00085298,             0.00703,             0.00703,             0.00703
                  11,            0.021708,           0.0087169,          0.00057678,               0.887,             0.93731,             0.94399,               0.711,            0.017798,           0.0042815,          0.00078336,              0.0067,              0.0067,              0.0067
                  12,            0.021441,           0.0086419,          0.00062943,             0.90368,             0.92272,             0.94769,               0.718,            0.017439,           0.0042098,          0.00078093,             0.00637,             0.00637,             0.00637
                  13,            0.021105,           0.0084859,          0.00072583,             0.90076,             0.93116,             0.94813,             0.72262,             0.01722,           0.0041364,          0.00078359,             0.00604,             0.00604,             0.00604
                  14,            0.020752,           0.0083069,           0.0005665,             0.90711,             0.92734,             0.95081,             0.73088,            0.016853,           0.0041109,          0.00075963,             0.00571,             0.00571,             0.00571
                  15,            0.020481,           0.0083282,          0.00058836,             0.89417,             0.93612,             0.94678,             0.73032,            0.016626,           0.0040264,          0.00075869,             0.00538,             0.00538,             0.00538
                  16,            0.020108,           0.0082135,           0.0005513,             0.90264,             0.93663,             0.95146,             0.73799,            0.016349,           0.0039889,          0.00075184,             0.00505,             0.00505,             0.00505
                  17,            0.019852,           0.0081077,          0.00056581,             0.89747,             0.94491,             0.95058,             0.73662,            0.016232,           0.0039811,          0.00071654,             0.00472,             0.00472,             0.00472
                  18,            0.019626,           0.0079877,          0.00056555,             0.89816,             0.94313,             0.95147,             0.74551,            0.016052,           0.0039461,          0.00072281,             0.00439,             0.00439,             0.00439
                  19,            0.019326,           0.0079597,          0.00045227,             0.89689,             0.94419,             0.95198,             0.74513,            0.015905,           0.0039038,          0.00069699,             0.00406,             0.00406,             0.00406
                  20,            0.019049,           0.0078834,           0.0005246,             0.90069,             0.94247,             0.95354,             0.75083,            0.015724,           0.0038612,           0.0006908,             0.00373,             0.00373,             0.00373
                  21,            0.018665,           0.0077701,          0.00054236,             0.90193,             0.94107,             0.95431,             0.75098,            0.015568,           0.0038496,          0.00068917,              0.0034,              0.0034,              0.0034
                  22,            0.018491,           0.0077051,          0.00044745,             0.90238,             0.94231,             0.95293,             0.75262,            0.015394,            0.003825,          0.00067275,             0.00307,             0.00307,             0.00307
                  23,            0.018236,            0.007553,          0.00048055,             0.90638,             0.94036,             0.95532,             0.75646,            0.015276,           0.0038029,          0.00067387,             0.00274,             0.00274,             0.00274
                  24,            0.017979,           0.0075196,          0.00047596,             0.90697,             0.94222,             0.95487,             0.75607,            0.015235,           0.0037892,          0.00067049,             0.00241,             0.00241,             0.00241
                  25,            0.017649,           0.0074017,          0.00046221,             0.90532,             0.94123,             0.95428,             0.75745,            0.015128,           0.0037691,          0.00066869,             0.00208,             0.00208,             0.00208
                  26,            0.017321,           0.0073021,          0.00042636,             0.90832,               0.938,             0.95597,             0.76034,            0.015076,           0.0037494,          0.00066689,             0.00175,             0.00175,             0.00175
                  27,            0.017099,           0.0072205,          0.00043185,             0.91379,             0.93448,             0.95623,             0.75991,             0.01501,           0.0037334,          0.00066304,             0.00142,             0.00142,             0.00142
                  28,            0.016836,            0.007151,           0.0004542,             0.91034,             0.93683,             0.95591,             0.76119,            0.014965,           0.0037187,           0.0006615,             0.00109,             0.00109,             0.00109
                  29,            0.016567,           0.0070173,          0.00041496,             0.90978,              0.9397,             0.95642,             0.76249,            0.014915,           0.0037068,          0.00065887,             0.00076,             0.00076,             0.00076
