               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.055822,            0.019062,           0.0094864,             0.71961,             0.72238,             0.74551,             0.40643,            0.037478,           0.0078128,           0.0043259,            0.070017,           0.0033314,           0.0033314
                   1,            0.037824,             0.01216,           0.0020937,             0.86842,             0.86349,             0.90436,             0.53962,            0.028073,           0.0061488,           0.0017548,            0.039885,           0.0065328,           0.0065328
                   2,            0.033738,             0.01129,           0.0015419,             0.87046,             0.87631,             0.90898,             0.57117,            0.027168,           0.0060401,           0.0014237,           0.0096214,           0.0096021,           0.0096021
                   3,            0.030176,              0.0108,           0.0012423,             0.87769,             0.89926,             0.90736,             0.59876,            0.024786,           0.0056265,           0.0012186,            0.009406,            0.009406,            0.009406
                   4,            0.027567,             0.01025,           0.0010231,             0.87971,              0.9029,             0.92294,             0.62877,            0.023193,           0.0052357,           0.0010645,            0.009406,            0.009406,            0.009406
                   5,            0.025972,           0.0098617,           0.0009248,             0.89276,             0.90697,             0.93025,             0.64946,             0.02175,           0.0049965,          0.00097426,            0.009208,            0.009208,            0.009208
                   6,            0.024993,            0.009576,          0.00082437,             0.89261,             0.91642,             0.93215,             0.66107,            0.020592,           0.0047692,          0.00096705,             0.00901,             0.00901,             0.00901
                   7,            0.024178,           0.0093386,          0.00075421,             0.88851,             0.91938,             0.93327,             0.67747,            0.019864,           0.0047085,          0.00095225,            0.008812,            0.008812,            0.008812
                   8,            0.023715,            0.009228,          0.00074104,              0.8876,             0.92733,             0.93557,             0.68803,            0.019308,           0.0046061,          0.00094882,            0.008614,            0.008614,            0.008614
                   9,            0.023154,           0.0090503,          0.00072671,             0.88351,             0.93351,             0.94228,             0.69257,            0.018958,           0.0045288,          0.00092228,            0.008416,            0.008416,            0.008416
                  10,             0.02274,           0.0089818,          0.00072138,             0.88818,             0.93813,             0.94021,             0.69886,            0.018699,           0.0044362,          0.00087835,            0.008218,            0.008218,            0.008218
                  11,            0.022263,           0.0088873,          0.00059146,             0.89819,             0.92906,             0.94284,             0.70986,            0.017958,            0.004387,          0.00086926,             0.00802,             0.00802,             0.00802
                  12,             0.02207,           0.0088199,          0.00066085,             0.89976,             0.93599,             0.94519,             0.71303,            0.017715,           0.0043096,          0.00085211,            0.007822,            0.007822,            0.007822
                  13,            0.021756,           0.0086983,          0.00074981,             0.90264,              0.9355,             0.95017,             0.71945,            0.017498,           0.0042342,          0.00084453,            0.007624,            0.007624,            0.007624
                  14,            0.021564,           0.0085425,          0.00061126,             0.91348,              0.9278,             0.95316,             0.72443,            0.017269,           0.0042237,          0.00082756,            0.007426,            0.007426,            0.007426
                  15,            0.021314,           0.0085763,          0.00064333,             0.91306,             0.93041,              0.9459,             0.72227,             0.01698,           0.0041393,          0.00083266,            0.007228,            0.007228,            0.007228
                  16,            0.020975,           0.0084664,          0.00060803,              0.9047,             0.94394,             0.94679,             0.73056,            0.016705,           0.0040819,          0.00083974,             0.00703,             0.00703,             0.00703
                  17,            0.020853,           0.0084168,          0.00064109,             0.90413,             0.93751,             0.94705,             0.73401,            0.016544,           0.0040796,           0.0008185,            0.006832,            0.006832,            0.006832
                  18,             0.02076,           0.0083198,          0.00062191,             0.90481,             0.93404,             0.95107,             0.73519,            0.016454,           0.0040279,          0.00081569,            0.006634,            0.006634,            0.006634
                  19,            0.020555,           0.0083192,          0.00051595,             0.89982,             0.94238,             0.94949,             0.73831,            0.016172,           0.0039839,          0.00079706,            0.006436,            0.006436,            0.006436
                  20,            0.020329,            0.008267,          0.00059936,             0.90478,             0.93987,             0.95127,             0.74134,             0.01609,           0.0039492,           0.0007972,            0.006238,            0.006238,            0.006238
                  21,            0.020038,           0.0081943,           0.0006209,              0.9106,             0.94089,             0.95241,              0.7428,            0.015898,           0.0039189,           0.0007919,             0.00604,             0.00604,             0.00604
                  22,            0.019997,           0.0081551,          0.00052226,             0.90575,             0.95093,             0.95281,             0.74236,            0.015826,           0.0038856,          0.00077601,            0.005842,            0.005842,            0.005842
                  23,            0.019807,           0.0080423,          0.00055762,              0.9068,             0.94456,             0.95694,             0.74812,            0.015694,           0.0038528,          0.00077008,            0.005644,            0.005644,            0.005644
                  24,            0.019652,           0.0080478,          0.00055133,             0.91396,             0.94405,             0.95611,             0.74869,            0.015693,           0.0038344,          0.00076637,            0.005446,            0.005446,            0.005446
                  25,            0.019421,           0.0079625,          0.00055425,                0.91,             0.94621,             0.95609,             0.74904,            0.015563,           0.0038137,          0.00076628,            0.005248,            0.005248,            0.005248
                  26,            0.019171,            0.007904,          0.00052638,             0.90908,             0.94839,             0.95568,             0.75453,            0.015394,           0.0037838,          0.00076306,             0.00505,             0.00505,             0.00505
                  27,            0.019096,           0.0078483,          0.00054098,             0.91041,             0.94706,             0.95724,             0.75708,            0.015244,           0.0037706,          0.00075887,            0.004852,            0.004852,            0.004852
                  28,            0.018973,           0.0078175,          0.00056125,             0.90852,              0.9513,              0.9574,             0.75759,            0.015221,           0.0037509,          0.00075743,            0.004654,            0.004654,            0.004654
                  29,            0.018856,           0.0077385,          0.00053974,             0.91488,             0.94357,             0.95855,             0.76048,            0.015121,           0.0037358,          0.00075168,            0.004456,            0.004456,            0.004456
                  30,            0.018656,           0.0077048,          0.00049152,             0.90448,             0.95182,             0.95889,             0.76294,             0.01506,           0.0037276,           0.0007481,            0.004258,            0.004258,            0.004258
                  31,            0.018507,           0.0076443,           0.0004624,             0.91038,             0.94344,             0.95883,             0.76272,            0.015029,           0.0037199,          0.00074586,             0.00406,             0.00406,             0.00406
                  32,            0.018363,           0.0075639,          0.00046431,              0.9112,             0.94258,             0.95875,             0.76319,            0.014975,           0.0037077,          0.00074519,            0.003862,            0.003862,            0.003862
                  33,            0.018089,           0.0075356,          0.00050794,             0.91323,             0.94121,             0.95896,             0.76487,            0.014926,           0.0036935,          0.00074507,            0.003664,            0.003664,            0.003664
                  34,             0.01798,            0.007467,          0.00048742,              0.9123,             0.94286,             0.95936,             0.76496,            0.014886,           0.0036867,          0.00074329,            0.003466,            0.003466,            0.003466
                  35,            0.017952,           0.0074725,          0.00049846,              0.9074,              0.9509,             0.95958,              0.7662,            0.014847,           0.0036824,          0.00074205,            0.003268,            0.003268,            0.003268
                  36,             0.01776,           0.0074378,          0.00047536,              0.9168,             0.94028,             0.95921,             0.76634,            0.014797,           0.0036758,          0.00074173,             0.00307,             0.00307,             0.00307
                  37,            0.017642,           0.0073488,          0.00050156,             0.91874,             0.94016,             0.95935,             0.76652,            0.014761,           0.0036666,          0.00074063,            0.002872,            0.002872,            0.002872
                  38,            0.017414,           0.0072873,          0.00045615,             0.91885,             0.94092,             0.95949,             0.76761,            0.014725,           0.0036569,          0.00073933,            0.002674,            0.002674,            0.002674
                  39,            0.017245,           0.0072242,          0.00042532,             0.91881,             0.94058,             0.95988,             0.76854,            0.014699,           0.0036498,          0.00073806,            0.002476,            0.002476,            0.002476
                  40,            0.017073,           0.0072144,          0.00040154,              0.9186,             0.94048,             0.96006,             0.76984,            0.014676,           0.0036447,          0.00073738,            0.002278,            0.002278,            0.002278
                  41,            0.016917,           0.0071428,          0.00045294,             0.91887,             0.94174,              0.9601,             0.77071,            0.014655,           0.0036389,           0.0007369,             0.00208,             0.00208,             0.00208
                  42,            0.016599,           0.0070431,          0.00036653,             0.91988,             0.94038,             0.96021,             0.77173,            0.014628,           0.0036335,          0.00073664,            0.001882,            0.001882,            0.001882
                  43,            0.016623,           0.0070216,          0.00042282,             0.92087,             0.93904,             0.96051,             0.77222,            0.014602,           0.0036276,          0.00073659,            0.001684,            0.001684,            0.001684
                  44,            0.016431,           0.0069376,          0.00041152,             0.92116,             0.93914,             0.96069,             0.77265,             0.01458,           0.0036226,          0.00073633,            0.001486,            0.001486,            0.001486
                  45,            0.016142,           0.0069102,          0.00042542,             0.92152,             0.93796,             0.96086,             0.77261,             0.01456,            0.003618,          0.00073625,            0.001288,            0.001288,            0.001288
                  46,            0.016024,           0.0068058,          0.00038838,             0.91985,             0.93761,             0.96073,             0.77275,            0.014542,           0.0036135,          0.00073597,             0.00109,             0.00109,             0.00109
