               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,            0.017914,           0.0074657,          0.00048923,             0.92087,             0.93187,             0.96082,             0.76786,            0.014763,           0.0036531,          0.00074519,            0.003268,            0.003268,            0.003268
                  36,             0.01772,           0.0074237,          0.00046939,             0.92092,             0.93231,             0.96109,              0.7691,             0.01472,           0.0036482,          0.00074483,             0.00307,             0.00307,             0.00307
                  37,            0.017634,           0.0073722,          0.00048876,             0.92088,             0.93302,             0.95998,             0.76929,            0.014686,           0.0036388,          0.00074393,            0.002872,            0.002872,            0.002872
                  38,            0.017423,           0.0072917,          0.00044891,             0.91989,              0.9351,             0.96016,             0.76986,            0.014653,           0.0036305,          0.00074314,            0.002674,            0.002674,            0.002674
                  39,            0.017242,           0.0072232,          0.00042537,             0.91639,             0.93905,             0.96045,             0.77051,             0.01462,           0.0036226,          0.00074274,            0.002476,            0.002476,            0.002476
                  40,            0.017053,           0.0072124,          0.00040158,             0.91757,             0.93867,             0.96062,             0.77179,              0.0146,           0.0036182,          0.00074207,            0.002278,            0.002278,            0.002278
                  41,            0.016889,           0.0071473,          0.00044826,             0.91708,             0.93917,              0.9608,              0.7715,             0.01458,           0.0036112,          0.00074071,             0.00208,             0.00208,             0.00208
                  42,            0.016635,           0.0070479,          0.00037752,             0.91658,             0.93931,             0.96101,             0.77171,            0.014557,           0.0036045,          0.00073963,            0.001882,            0.001882,            0.001882
                  43,             0.01662,           0.0070224,          0.00042178,             0.91613,             0.93942,             0.96108,             0.77198,            0.014532,           0.0035973,          0.00073931,            0.001684,            0.001684,            0.001684
                  44,            0.016467,           0.0069395,          0.00040794,             0.91568,             0.93972,             0.96121,             0.77277,            0.014511,             0.00359,          0.00073808,            0.001486,            0.001486,            0.001486
                  45,            0.016159,           0.0069188,          0.00042488,             0.91517,             0.93981,             0.96111,             0.77238,            0.014493,           0.0035835,          0.00073785,            0.001288,            0.001288,            0.001288
                  46,            0.016047,           0.0068152,          0.00039703,             0.91567,             0.93992,             0.96127,             0.77264,            0.014474,           0.0035775,          0.00073751,             0.00109,             0.00109,             0.00109
                  47,            0.015741,           0.0067449,          0.00040086,             0.91596,             0.94111,             0.96133,              0.7734,            0.014454,           0.0035732,          0.00073683,            0.000892,            0.000892,            0.000892
                  48,            0.015666,           0.0067475,          0.00041562,             0.91593,             0.94119,             0.96134,             0.77448,            0.014436,           0.0035688,          0.00073636,            0.000694,            0.000694,            0.000694
                  49,             0.01544,           0.0066729,          0.00039945,             0.91579,             0.94137,             0.96136,             0.77433,            0.014415,           0.0035636,          0.00073612,            0.000496,            0.000496,            0.000496
